DATE,PRCP,TAVG,TMAX,TMIN,WIND_MAX(kph),WIND_MIN(kph),AVG_WIND(kph),HUMIDITY_(%),Weather
2018-06-18,0.0,32.6,37.0,28.7,33.5,24.1,28.8,51.5,Partially cloudy
2018-06-19,0.0,33.6,40.0,26.8,36.4,22.3,29.35,48.4,Clear
2018-06-20,0.0,36.1,42.0,30.4,21.2,18.4,19.8,42.2,Partially cloudy
2018-06-21,0.0,36.6,42.0,32.1,33.5,18.4,25.95,41.1,Partially cloudy
2018-06-22,0.0,37.8,45.0,30.8,17.3,22.3,19.8,36.3,Partially cloudy
2018-06-23,0.0,37.9,43.0,33.3,37.4,16.6,27.0,38.1,Partially cloudy
2018-06-24,0.0,37.5,42.0,32.7,31.7,16.6,24.15,35.8,Partially cloudy
2018-06-25,0.0,37.0,43.0,33.8,37.1,27.2,32.15,39.2,Partially cloudy
2018-06-26,0.0,32.9,34.0,31.2,35.3,16.6,25.95,52.1,Partially cloudy
2018-06-27,5.686,31.0,37.0,26.8,46.4,27.7,37.05,72.1,"Rain, Cloudy"
2018-06-28,20.643,29.4,34.0,25.7,42.5,18.4,30.45,82.8,"Rain, Partially cloudy"
2018-06-29,6.954,29.9,34.3,27.0,45.0,21.4,33.2,78.4,"Rain, Partially cloudy"
2018-06-30,0.0,30.6,34.0,27.0,46.4,27.7,37.05,77.4,Partially cloudy
2018-07-01,0.03,32.3,37.0,29.0,37.1,22.3,29.7,72.6,"Rain, Partially cloudy"
2018-07-02,26.494,32.1,37.2,25.3,39.6,21.3,30.45,66.6,"Rain, Partially cloudy"
2018-07-03,0.9,31.2,35.6,25.1,34.6,16.6,25.6,71.2,"Rain, Partially cloudy"
2018-07-04,4.403,31.8,36.0,26.0,42.8,18.4,30.6,69.3,"Rain, Partially cloudy"
2018-07-05,33.922,32.1,39.2,29.0,55.4,37.1,46.25,69.3,"Rain, Partially cloudy"
2018-07-06,0.0,33.0,37.0,27.9,35.3,18.4,26.85,61.0,Partially cloudy
2018-07-07,0.0,34.1,38.0,29.1,25.9,16.6,21.25,56.5,Partially cloudy
2018-07-08,0.0,35.2,40.0,29.1,23.8,13.0,18.4,52.1,Partially cloudy
2018-07-09,0.0,34.7,40.0,31.0,29.9,22.3,26.1,61.3,Partially cloudy
2018-07-10,0.0,33.8,38.6,30.0,34.2,20.5,27.35,66.0,Partially cloudy
2018-07-11,0.6,32.6,37.9,30.0,31.0,19.4,25.2,69.1,"Rain, Partially cloudy"
2018-07-12,0.149,32.5,38.0,29.0,33.5,16.6,25.05,68.9,"Rain, Partially cloudy"
2018-07-13,48.37,29.5,34.4,26.0,25.9,16.6,21.25,83.2,"Rain, Partially cloudy"
2018-07-14,1.045,29.5,32.5,27.4,29.9,22.3,26.1,85.3,"Rain, Partially cloudy"
2018-07-15,0.0,31.3,35.2,28.0,31.7,18.4,25.05,76.9,Partially cloudy
2018-07-16,30.954,30.1,34.0,28.0,27.7,16.6,22.15,87.2,"Rain, Partially cloudy"
2018-07-17,0.0,32.3,37.0,28.6,28.8,14.8,21.8,74.9,Partially cloudy
2018-07-18,0.119,32.3,36.1,29.6,37.1,18.4,27.75,74.0,"Rain, Partially cloudy"
2018-07-19,5.3,32.2,37.1,28.1,29.5,13.0,21.25,71.6,"Rain, Partially cloudy"
2018-07-20,23.968,30.0,33.6,26.9,25.9,13.0,19.45,81.7,"Rain, Partially cloudy"
2018-07-21,7.403,29.4,33.1,27.0,29.5,14.8,22.15,86.9,"Rain, Partially cloudy"
2018-07-22,25.019,28.6,33.1,26.8,24.5,14.8,19.65,91.3,"Rain, Partially cloudy"
2018-07-23,0.832,30.3,34.8,26.0,35.3,22.3,28.8,80.1,"Rain, Partially cloudy"
2018-07-24,2.4,32.3,37.0,27.2,23.8,13.3,18.55,71.6,"Rain, Partially cloudy"
2018-07-25,0.91,29.5,33.8,28.0,23.0,18.4,20.7,85.7,"Rain, Cloudy"
2018-07-26,19.687,27.4,29.0,26.0,16.2,36.4,26.3,95.8,"Rain, Cloudy"
2018-07-27,31.656,27.0,28.0,25.7,26.3,14.8,20.55,97.3,"Rain, Cloudy"
2018-07-28,4.999,27.5,31.1,25.7,36.0,19.5,27.75,93.7,"Rain, Cloudy"
2018-07-29,0.0,29.9,35.0,25.9,31.7,18.4,25.05,81.9,Partially cloudy
2018-07-30,22.61,30.2,33.8,25.0,30.6,16.6,23.6,78.4,"Rain, Partially cloudy"
2018-07-31,1.728,30.8,34.0,26.0,40.7,22.3,31.5,75.4,"Rain, Partially cloudy"
2018-08-01,0.6,30.8,35.0,25.9,34.9,18.4,26.65,72.1,"Rain, Partially cloudy"
2018-08-02,0.0,31.4,35.2,28.0,33.5,21.0,27.25,68.1,Partially cloudy
2018-08-03,0.0,31.2,34.0,28.0,39.2,20.9,30.05,67.0,Partially cloudy
2018-08-04,0.1,31.2,35.1,25.3,35.6,18.4,27.0,65.1,"Rain, Partially cloudy"
2018-08-05,0.06,29.8,33.0,25.8,35.3,17.7,26.5,73.7,"Rain, Partially cloudy"
2018-08-06,3.092,28.0,29.0,27.0,18.7,11.2,14.95,85.8,"Rain, Cloudy"
2018-08-07,6.838,28.4,33.0,25.4,33.5,14.8,24.15,86.7,"Rain, Cloudy"
2018-08-08,0.51,29.9,34.0,27.0,33.5,14.8,24.15,83.4,"Rain, Partially cloudy"
2018-08-09,0.0,31.2,36.0,28.0,33.1,18.4,25.75,75.6,Partially cloudy
2018-08-10,38.279,30.8,35.0,26.9,18.7,18.4,18.55,77.9,"Rain, Partially cloudy"
2018-08-11,0.09,31.7,35.0,28.0,34.9,18.4,26.65,74.8,"Rain, Partially cloudy"
2018-08-12,0.97,30.7,33.0,28.0,27.4,16.6,22.0,72.3,"Rain, Cloudy"
2018-08-13,7.23,30.4,34.0,27.7,21.2,11.2,16.2,75.3,"Rain, Partially cloudy"
2018-08-14,7.447,31.3,35.0,28.8,21.2,13.0,17.1,75.0,"Rain, Partially cloudy"
2018-08-15,0.0,31.2,35.0,29.0,33.5,18.4,25.95,74.3,Partially cloudy
2018-08-16,3.448,30.6,36.0,28.0,23.4,15.2,19.3,78.4,"Rain, Partially cloudy"
2018-08-17,0.0,31.7,36.0,28.4,34.9,16.6,25.75,77.0,Partially cloudy
2018-08-18,4.283,31.2,36.0,28.5,33.5,13.0,23.25,78.0,"Rain, Partially cloudy"
2018-08-19,34.474,28.9,32.0,27.0,20.5,9.4,14.95,88.3,"Rain, Partially cloudy"
2018-08-20,2.8,30.2,35.0,27.3,24.5,20.5,22.5,82.6,"Rain, Partially cloudy"
2018-08-21,0.0,31.4,36.3,27.0,28.8,20.5,24.65,76.8,Partially cloudy
2018-08-22,0.37,30.8,35.1,28.1,22.0,14.8,18.4,78.1,"Rain, Partially cloudy"
2018-08-23,4.701,29.2,31.5,27.0,23.8,16.6,20.2,86.0,"Rain, Partially cloudy"
2018-08-24,0.0,29.9,33.7,27.0,27.0,16.6,21.8,80.9,Partially cloudy
2018-08-25,0.0,29.9,33.0,27.0,34.2,21.6,27.9,76.0,Partially cloudy
2018-08-26,0.0,30.8,36.0,27.0,30.2,21.5,25.85,73.1,Partially cloudy
2018-08-27,4.463,29.7,32.0,27.0,34.2,11.2,22.7,82.3,"Rain, Partially cloudy"
2018-08-28,53.818,28.2,31.2,25.0,29.5,18.4,23.95,92.7,"Rain, Cloudy"
2018-08-29,16.747,28.3,31.3,27.0,20.5,16.6,18.55,91.5,"Rain, Cloudy"
2018-08-30,0.0,30.6,36.0,26.0,23.4,14.8,19.1,81.7,Partially cloudy
2018-08-31,0.0,31.2,35.0,28.0,29.5,16.6,23.05,76.1,Partially cloudy
2018-09-01,41.876,28.2,30.0,24.9,19.4,14.2,16.8,89.1,"Rain, Cloudy"
2018-09-02,32.76,27.2,29.0,25.3,24.5,18.4,21.45,91.9,"Rain, Cloudy"
2018-09-03,34.175,27.1,29.0,26.0,28.1,13.0,20.55,92.9,"Rain, Cloudy"
2018-09-04,9.357,27.6,31.0,25.7,17.6,13.0,15.3,91.7,"Rain, Partially cloudy"
2018-09-05,2.119,27.8,31.0,24.6,27.7,14.8,21.25,87.9,"Rain, Partially cloudy"
2018-09-06,19.851,29.6,34.2,25.0,37.1,18.4,27.75,78.8,"Rain, Partially cloudy"
2018-09-07,10.111,27.8,35.0,25.0,36.0,25.9,30.95,90.0,"Rain, Partially cloudy"
2018-09-08,7.643,28.2,32.8,25.0,45.0,24.1,34.55,87.3,"Rain, Partially cloudy"
2018-09-09,0.0,28.0,31.9,25.0,38.5,20.5,29.5,83.6,Partially cloudy
2018-09-10,0.0,28.3,31.1,25.7,22.7,13.0,17.85,84.1,Partially cloudy
2018-09-11,0.1,30.0,35.0,26.8,20.9,14.8,17.85,80.2,"Rain, Partially cloudy"
2018-09-12,0.0,29.9,33.1,26.0,34.6,22.3,28.45,77.2,Partially cloudy
2018-09-13,0.0,29.9,33.4,26.9,33.5,18.4,25.95,71.3,Partially cloudy
2018-09-14,0.0,29.5,34.2,25.0,24.8,18.4,21.6,71.5,Partially cloudy
2018-09-15,0.0,30.0,35.0,26.0,27.4,18.4,22.9,67.5,Partially cloudy
2018-09-16,0.0,29.9,34.0,25.0,34.6,20.5,27.55,68.9,Partially cloudy
2018-09-17,0.0,29.8,33.7,26.0,34.6,16.6,25.6,70.6,Partially cloudy
2018-09-18,0.0,29.9,35.0,25.0,30.6,18.4,24.5,67.8,Clear
2018-09-19,0.0,29.9,35.4,24.9,28.1,20.5,24.3,67.2,Clear
2018-09-20,0.0,29.3,35.3,23.2,18.7,11.2,14.95,65.0,Partially cloudy
2018-09-21,4.149,28.8,33.0,24.1,46.4,22.3,34.35,73.1,"Rain, Partially cloudy"
2018-09-22,25.237,25.5,28.0,23.0,51.8,22.3,37.05,89.6,"Rain, Cloudy"
2018-09-23,9.39,26.9,31.0,25.0,47.9,25.9,36.9,88.7,"Rain, Partially cloudy"
2018-09-24,18.76,25.2,27.0,23.6,39.2,16.6,27.9,94.5,"Rain, Cloudy"
2018-09-25,0.618,24.2,27.0,22.0,28.1,18.4,23.25,91.9,"Rain, Partially cloudy"
2018-09-26,0.0,27.0,32.1,22.0,21.6,14.8,18.2,81.3,Clear
2018-09-27,0.0,28.5,34.0,23.7,22.3,14.8,18.55,75.9,Clear
2018-09-28,0.0,29.6,35.1,24.2,21.2,13.0,17.1,68.4,Clear
2018-09-29,0.0,28.8,34.4,23.0,20.5,14.8,17.65,67.0,Clear
2018-09-30,0.0,28.5,33.6,24.0,28.1,18.4,23.25,68.7,Clear
2018-10-01,0.0,28.7,35.0,23.3,20.9,14.8,17.85,67.5,Clear
2018-10-02,0.0,29.2,35.1,23.4,18.7,14.8,16.75,65.5,Clear
2018-10-03,0.0,29.2,35.3,22.8,13.3,9.4,11.35,58.3,Clear
2018-10-04,0.0,29.1,34.7,24.3,20.5,11.2,15.85,63.7,Partially cloudy
2018-10-05,0.0,28.7,35.0,23.3,15.5,11.2,13.35,64.3,Clear
2018-10-06,0.0,27.6,34.1,22.1,21.6,13.0,17.3,61.7,Clear
2018-10-07,0.0,27.1,33.2,20.0,16.9,13.0,14.95,62.1,Clear
2018-10-08,0.0,28.0,34.6,21.5,13.0,9.4,11.2,59.3,Clear
2018-10-09,0.0,28.4,35.0,23.0,29.5,11.2,20.35,60.0,Clear
2018-10-10,0.0,28.3,33.8,24.0,32.8,18.4,25.6,68.0,Clear
2018-10-11,0.0,26.2,32.0,21.9,37.1,30.3,33.7,63.1,Clear
2018-10-12,0.0,25.2,32.0,18.2,14.0,9.4,11.7,56.2,Clear
2018-10-13,0.0,24.6,31.0,18.0,25.6,14.8,20.2,60.9,Clear
2018-10-14,0.0,25.1,32.0,18.6,27.0,16.6,21.8,56.2,Clear
2018-10-15,0.0,25.8,33.0,18.4,19.1,9.4,14.25,57.1,Clear
2018-10-16,0.0,26.4,33.6,19.8,15.1,11.2,13.15,57.4,Partially cloudy
2018-10-17,0.0,26.8,34.2,20.5,20.9,11.2,16.05,52.8,Clear
2018-10-18,0.0,26.4,33.1,19.4,24.5,13.0,18.75,58.3,Partially cloudy
2018-10-19,0.0,25.4,33.8,18.0,19.4,9.4,14.4,59.9,Clear
2018-10-20,0.0,25.1,32.8,18.0,18.0,9.4,13.7,56.7,Clear
2018-10-21,0.0,24.4,31.0,18.8,22.0,12.6,17.3,53.8,Partially cloudy
2018-10-22,0.0,23.7,31.0,16.6,28.8,21.7,25.25,53.8,Clear
2018-10-23,0.0,24.1,32.0,17.0,20.2,7.8,14.0,52.3,Clear
2018-10-24,0.0,24.7,32.2,17.6,16.9,11.2,14.05,55.7,Partially cloudy
2018-10-25,0.0,24.2,32.0,16.7,16.2,7.6,11.9,58.2,Clear
2018-10-26,0.0,23.3,30.0,17.2,19.4,5.8,12.6,62.0,Partially cloudy
2018-10-27,0.0,23.2,30.4,17.0,20.5,9.4,14.95,64.9,Clear
2018-10-28,0.0,23.7,31.8,17.2,22.3,9.7,16.0,61.5,Clear
2018-10-29,0.0,23.2,31.2,16.8,23.4,9.7,16.55,65.5,Clear
2018-10-30,0.0,23.8,31.0,17.9,16.9,5.4,11.15,64.3,Clear
2018-10-31,0.0,23.4,30.8,17.2,17.6,9.9,13.75,67.9,Clear
2018-11-01,0.0,23.7,30.8,17.5,13.3,12.4,12.85,66.5,Partially cloudy
2018-11-02,0.0,23.7,31.2,17.3,19.8,11.2,15.5,66.5,Clear
2018-11-03,0.17,24.2,29.9,19.0,40.0,18.4,29.2,65.7,"Rain, Partially cloudy"
2018-11-04,0.0,23.3,29.5,19.0,30.6,14.8,22.7,59.5,Partially cloudy
2018-11-05,0.0,19.6,25.4,15.0,27.0,14.8,20.9,69.8,Clear
2018-11-06,0.0,20.7,27.8,15.0,34.6,21.0,27.8,51.9,Clear
2018-11-07,0.0,19.4,27.0,13.0,26.6,17.1,21.85,47.0,Clear
2018-11-08,0.0,18.3,25.9,12.1,15.5,5.4,10.45,60.5,Clear
2018-11-09,0.0,19.7,29.0,12.2,17.6,8.2,12.9,65.9,Clear
2018-11-10,0.0,20.2,28.0,13.4,15.1,7.6,11.35,68.3,Clear
2018-11-11,0.0,21.3,30.0,13.4,17.3,7.9,12.6,63.2,Clear
2018-11-12,0.0,21.7,30.0,14.2,18.0,5.4,11.7,66.9,Clear
2018-11-13,0.2,21.8,29.0,16.4,27.4,10.9,19.15,71.5,"Rain, Partially cloudy"
2018-11-14,6.352,22.3,28.0,18.4,27.7,14.2,20.95,74.6,"Rain, Partially cloudy"
2018-11-15,0.0,21.3,27.0,17.0,28.4,16.6,22.5,74.2,Clear
2018-11-16,0.0,19.7,25.8,12.0,37.4,22.3,29.85,64.9,Clear
2018-11-17,0.0,19.2,26.0,14.0,26.6,16.2,21.4,64.4,Clear
2018-11-18,0.0,20.1,28.1,12.8,18.7,11.2,14.95,66.7,Clear
2018-11-19,0.0,21.6,27.6,16.2,28.8,13.1,20.95,64.8,Partially cloudy
2018-11-20,0.0,20.8,28.0,15.0,21.6,8.5,15.05,73.1,Clear
2018-11-21,0.0,20.0,27.8,14.7,28.8,10.0,19.4,66.9,Clear
2018-11-22,0.0,19.5,27.8,12.2,17.6,7.9,12.75,60.2,Partially cloudy
2018-11-23,0.0,19.7,27.8,13.0,39.2,22.3,30.75,57.6,Clear
2018-11-24,0.0,19.4,26.8,12.0,36.0,20.6,28.3,55.2,Clear
2018-11-25,0.0,19.2,27.0,12.2,20.9,9.5,15.2,57.9,Clear
2018-11-26,0.0,18.9,27.3,11.6,25.2,12.6,18.9,59.5,Clear
2018-11-27,0.0,19.9,27.9,12.2,18.4,7.1,12.75,67.0,Partially cloudy
2018-11-28,0.0,20.4,27.6,15.0,17.3,5.4,11.35,70.3,Partially cloudy
2018-11-29,0.0,19.5,26.0,14.4,25.2,10.0,17.6,72.3,Clear
2018-11-30,0.0,18.5,26.0,12.2,27.7,10.0,18.85,72.2,Clear
2018-12-01,0.0,18.1,25.1,12.2,27.7,14.8,21.25,66.3,Clear
2018-12-02,0.0,17.9,27.6,10.2,13.7,10.5,12.1,64.4,Clear
2018-12-03,0.0,17.6,26.6,10.5,17.6,9.7,13.65,64.7,Clear
2018-12-04,0.0,16.9,25.6,10.2,17.3,6.4,11.85,68.9,Partially cloudy
2018-12-05,0.0,16.9,24.8,10.0,18.7,8.5,13.6,71.5,Clear
2018-12-06,0.0,16.7,24.8,10.0,19.1,8.5,13.8,73.8,Clear
2018-12-07,0.0,16.2,23.7,10.2,27.4,14.8,21.1,72.8,Clear
2018-12-08,0.0,15.4,24.0,8.0,18.4,7.9,13.15,75.6,Clear
2018-12-09,0.0,16.1,24.8,10.0,18.0,7.9,12.95,70.0,Clear
2018-12-10,0.0,16.3,23.8,9.4,22.3,7.9,15.1,74.3,Clear
2018-12-11,0.085,15.9,21.8,10.5,20.2,9.4,14.8,78.8,"Rain, Partially cloudy"
2018-12-12,0.941,16.7,21.1,14.0,30.2,11.2,20.7,81.4,"Rain, Partially cloudy"
2018-12-13,0.0,15.5,20.7,12.0,17.6,11.2,14.4,79.4,Partially cloudy
2018-12-14,0.0,14.7,21.0,9.0,21.6,14.4,18.0,80.3,Clear
2018-12-15,0.0,14.4,22.0,9.0,26.3,11.8,19.05,78.3,Clear
2018-12-16,0.0,14.4,22.8,8.0,22.3,9.4,15.85,72.5,Clear
2018-12-17,0.0,13.6,21.8,7.2,25.9,11.2,18.55,73.0,Partially cloudy
2018-12-18,0.0,13.3,21.8,6.2,25.9,15.9,20.9,71.6,Clear
2018-12-19,0.0,13.6,21.8,7.0,24.5,11.5,18.0,70.6,Clear
2018-12-20,0.0,13.0,21.8,5.4,21.6,13.0,17.3,70.2,Clear
2018-12-21,0.0,12.3,19.1,6.4,24.1,13.0,18.55,71.9,Clear
2018-12-22,0.0,12.9,21.4,5.6,15.8,5.4,10.6,70.8,Clear
2018-12-23,0.0,13.3,22.0,6.0,16.6,11.2,13.9,74.6,Clear
2018-12-24,0.0,13.0,20.9,6.7,28.1,11.2,19.65,74.9,Clear
2018-12-25,0.0,11.3,19.0,4.0,33.5,23.6,28.55,82.4,Clear
2018-12-26,0.0,11.7,20.3,4.0,26.3,13.0,19.65,72.6,Clear
2018-12-27,0.0,12.3,20.7,5.3,19.1,13.3,16.2,67.0,Clear
2018-12-28,0.0,10.9,18.0,6.0,33.8,20.4,27.1,76.9,Clear
2018-12-29,0.0,11.5,19.5,4.7,28.1,23.9,26.0,70.4,Clear
2018-12-30,0.0,12.2,21.9,3.0,15.8,10.1,12.95,70.7,Clear
2018-12-31,0.0,12.7,21.9,5.7,28.8,21.2,25.0,66.0,Clear
2019-01-01,0.0,13.0,22.3,5.8,19.8,9.7,14.75,65.1,Clear
2019-01-02,0.0,14.9,22.7,7.9,19.8,11.2,15.5,70.6,Clear
2019-01-03,0.0,12.5,19.9,7.0,31.0,21.1,26.05,82.2,Clear
2019-01-04,0.0,11.8,17.7,6.1,22.0,21.5,21.75,86.5,Partially cloudy
2019-01-05,0.0,13.4,22.7,5.4,32.8,21.6,27.2,69.0,Clear
2019-01-06,5.552,13.8,19.2,8.7,23.4,22.3,22.85,78.8,"Rain, Partially cloudy"
2019-01-07,0.0,12.9,19.5,8.0,22.0,11.2,16.6,86.7,Partially cloudy
2019-01-08,0.0,13.1,21.6,8.0,26.3,15.0,20.65,73.4,Partially cloudy
2019-01-09,0.0,13.0,20.3,7.0,32.4,24.3,28.35,69.3,Clear
2019-01-10,0.0,13.1,20.5,7.5,21.6,11.2,16.4,72.0,Clear
2019-01-11,0.0,14.0,21.5,6.7,17.3,9.4,13.35,71.9,Clear
2019-01-12,0.0,14.8,22.0,8.8,20.2,11.2,15.7,72.2,Partially cloudy
2019-01-13,0.0,15.8,22.4,9.6,25.9,14.8,20.35,74.2,Partially cloudy
2019-01-14,0.0,13.3,19.0,9.0,38.5,24.6,31.55,64.5,Clear
2019-01-15,0.0,11.2,18.7,6.0,33.8,18.4,26.1,71.1,Partially cloudy
2019-01-16,0.0,12.7,20.0,6.2,14.8,9.4,12.1,71.4,Partially cloudy
2019-01-17,0.0,13.4,21.7,6.3,22.0,14.8,18.4,74.6,Clear
2019-01-18,0.0,12.6,20.8,6.0,20.9,22.8,21.85,78.4,Clear
2019-01-19,0.0,15.1,25.1,7.7,19.4,9.4,14.4,71.6,Clear
2019-01-20,0.0,18.3,28.0,9.5,15.8,9.4,12.6,63.9,Partially cloudy
2019-01-21,10.507,16.8,23.0,13.0,44.6,26.5,35.55,79.2,"Rain, Partially cloudy"
2019-01-22,29.553,15.2,18.0,13.0,37.1,22.3,29.7,95.0,"Rain, Partially cloudy"
2019-01-23,0.0,13.0,18.4,9.8,19.1,11.2,15.15,93.4,Partially cloudy
2019-01-24,2.701,14.7,20.8,11.0,18.4,20.5,19.45,86.7,"Rain, Partially cloudy"
2019-01-25,2.552,13.6,18.0,11.1,22.7,14.0,18.35,82.0,"Rain, Partially cloudy"
2019-01-26,0.0,12.5,18.8,7.3,27.0,14.8,20.9,70.3,Clear
2019-01-27,0.0,11.0,18.5,5.1,33.5,31.8,32.65,77.2,Partially cloudy
2019-01-28,0.0,11.9,18.8,6.0,40.7,24.6,32.65,72.6,Clear
2019-01-29,0.0,12.2,19.8,6.0,28.1,16.6,22.35,69.3,Clear
2019-01-30,0.0,13.1,20.2,6.8,23.4,13.6,18.5,69.6,Partially cloudy
2019-01-31,0.0,14.6,20.8,10.0,33.5,16.1,24.8,72.6,Partially cloudy
2019-02-01,0.0,15.4,21.0,11.9,20.2,15.4,17.8,81.4,Partially cloudy
2019-02-02,0.0,12.1,17.6,8.0,25.9,21.0,23.45,95.1,Partially cloudy
2019-02-03,0.0,13.2,19.6,10.0,24.1,15.6,19.85,91.4,Clear
2019-02-04,0.0,14.1,22.6,8.0,20.2,11.2,15.7,81.5,Partially cloudy
2019-02-05,0.0,16.8,24.6,10.2,20.2,10.0,15.1,77.4,Partially cloudy
2019-02-06,0.681,18.6,25.0,13.3,32.0,21.8,26.9,84.6,"Rain, Partially cloudy"
2019-02-07,7.033,16.3,18.2,13.3,46.4,33.2,39.8,93.1,"Rain, Partially cloudy"
2019-02-08,0.0,13.9,20.1,8.0,29.5,17.7,23.6,78.6,Clear
2019-02-09,0.0,13.6,20.0,8.0,27.4,18.0,22.7,76.4,Clear
2019-02-10,0.0,13.7,20.6,7.0,23.4,22.4,22.9,76.9,Partially cloudy
2019-02-11,0.0,15.2,21.8,9.2,18.0,11.2,14.6,73.9,Partially cloudy
2019-02-12,0.0,16.7,22.9,11.3,16.2,7.6,11.9,78.7,Partially cloudy
2019-02-13,0.0,18.3,25.0,12.4,17.6,11.6,14.6,73.6,Partially cloudy
2019-02-14,9.806,17.4,21.0,15.1,37.4,18.4,27.9,86.2,"Rain, Partially cloudy"
2019-02-15,0.1,16.6,21.5,11.9,34.2,15.6,24.9,86.0,"Rain, Partially cloudy"
2019-02-16,0.0,15.3,19.2,13.0,27.0,16.6,21.8,91.4,Partially cloudy
2019-02-17,0.0,15.5,21.0,11.0,33.5,20.3,26.9,83.5,Partially cloudy
2019-02-18,0.63,18.1,24.8,12.3,25.9,21.3,23.6,73.0,"Rain, Partially cloudy"
2019-02-19,0.0,18.4,23.9,13.2,30.6,12.0,21.3,79.7,Partially cloudy
2019-02-20,2.171,18.1,20.8,15.0,30.6,11.4,21.0,87.5,"Rain, Partially cloudy"
2019-02-21,0.0,21.0,27.8,15.0,33.5,15.4,24.45,71.6,Partially cloudy
2019-02-22,0.0,18.7,23.0,15.0,40.7,24.5,32.6,78.5,Partially cloudy
2019-02-23,0.0,16.4,22.0,9.0,44.4,29.4,36.9,66.5,Partially cloudy
2019-02-24,0.0,17.1,23.6,13.0,23.4,16.6,20.0,65.4,Partially cloudy
2019-02-25,1.851,17.2,25.0,11.0,27.7,22.3,25.0,65.0,"Rain, Partially cloudy"
2019-02-26,0.17,15.6,21.0,11.7,38.9,24.1,31.5,67.3,"Rain, Partially cloudy"
2019-02-27,0.0,15.1,19.0,11.3,27.4,14.8,21.1,70.5,Partially cloudy
2019-02-28,0.0,15.0,21.3,9.0,31.7,23.5,27.6,69.4,Partially cloudy
2019-03-01,0.0,16.3,23.3,8.7,24.8,16.6,20.7,62.9,Clear
2019-03-02,6.391,15.6,18.7,13.0,18.7,18.4,18.55,81.3,"Rain, Partially cloudy"
2019-03-03,2.722,16.6,22.1,12.0,19.4,18.4,18.9,85.2,"Rain, Partially cloudy"
2019-03-04,0.0,18.2,23.7,12.3,28.4,15.4,21.9,80.3,Partially cloudy
2019-03-05,0.0,17.7,23.0,12.0,28.8,18.0,23.4,72.4,Partially cloudy
2019-03-06,0.0,17.7,24.1,11.0,35.3,16.2,25.75,65.8,Clear
2019-03-07,0.0,18.7,26.0,10.4,22.3,15.9,19.1,62.1,Clear
2019-03-08,0.0,19.8,26.0,13.2,24.1,14.4,19.25,63.1,Clear
2019-03-09,0.0,20.1,26.2,14.2,31.7,14.8,23.25,60.0,Clear
2019-03-10,0.0,19.6,26.8,11.5,24.1,16.6,20.35,56.4,Clear
2019-03-11,0.555,21.4,27.8,14.5,48.2,23.8,36.0,59.5,"Rain, Partially cloudy"
2019-03-12,0.0,21.1,27.0,15.2,31.7,14.8,23.25,61.3,Partially cloudy
2019-03-13,0.0,20.1,24.8,16.0,24.5,11.2,17.85,61.8,Partially cloudy
2019-03-14,0.77,18.0,24.0,13.4,37.1,18.4,27.75,73.2,"Rain, Partially cloudy"
2019-03-15,0.0,18.6,25.8,11.0,27.7,13.0,20.35,71.5,Clear
2019-03-16,0.0,19.6,26.0,13.0,28.4,14.8,21.6,66.1,Partially cloudy
2019-03-17,0.0,21.0,27.8,13.3,23.4,14.8,19.1,58.8,Partially cloudy
2019-03-18,0.0,21.1,28.1,13.8,21.6,16.6,19.1,61.9,Clear
2019-03-19,0.0,22.7,30.9,14.7,24.1,11.2,17.65,59.6,Clear
2019-03-20,0.0,25.7,34.0,17.4,46.8,16.1,31.45,51.7,Partially cloudy
2019-03-21,0.0,25.1,31.5,18.8,23.4,16.6,20.0,51.5,Partially cloudy
2019-03-22,0.0,23.5,29.8,17.0,35.6,24.3,29.95,45.9,Clear
2019-03-23,0.0,23.2,30.1,16.0,39.2,22.3,30.75,49.8,Clear
2019-03-24,0.0,24.0,31.9,15.0,36.4,15.1,25.75,51.6,Clear
2019-03-25,0.0,23.0,30.1,17.0,33.5,14.8,24.15,61.0,Partially cloudy
2019-03-26,0.0,23.2,30.0,16.0,33.5,22.4,27.95,58.9,Clear
2019-03-27,0.0,24.6,31.2,16.0,30.6,18.0,24.3,51.5,Partially cloudy
2019-03-28,0.0,26.3,35.0,17.6,25.2,9.7,17.45,54.4,Clear
2019-03-29,0.0,28.6,36.7,20.5,28.1,13.5,20.8,53.4,Clear
2019-03-30,0.255,30.2,39.0,22.0,53.6,18.0,35.8,50.0,"Rain, Partially cloudy"
2019-03-31,0.0,28.4,34.1,22.4,37.9,23.2,30.55,42.4,Partially cloudy
2019-04-01,0.0,26.6,33.8,16.0,35.3,21.1,28.2,41.5,Clear
2019-04-02,0.0,27.1,35.0,17.7,23.4,14.2,18.8,42.2,Clear
2019-04-03,0.0,27.9,36.2,19.0,24.8,15.4,20.1,42.3,Clear
2019-04-04,0.0,29.8,39.0,20.7,17.3,14.1,15.7,44.5,Clear
2019-04-05,0.0,30.8,40.0,21.5,22.0,23.0,22.5,44.1,Clear
2019-04-06,0.0,31.9,38.6,23.9,37.4,11.4,24.4,38.0,Partially cloudy
2019-04-07,5.851,30.0,35.0,23.0,42.8,32.5,37.65,55.2,"Rain, Partially cloudy"
2019-04-08,0.0,28.0,36.0,21.8,29.5,17.2,23.35,53.2,Partially cloudy
2019-04-09,0.0,29.6,37.0,22.3,20.2,11.2,15.7,48.7,Clear
